State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,Temperature(°C),Humidity(%),FarmExperience(Years),NumWorkers,CreditAccess,ExtensionServices,PreviousYield(tons/ha),YieldCategory,Rainfall(mm)_log,SoilPH_log,Fertilizer(kg/ha)_log,Pesticide(L/ha)_log,DistanceToMarket(km)_log,PlantingDensity(plants/ha)_log,ActualYield(tons/ha)_log,FarmSize(Hectares)_log,FarmAccessComfort,EnvironmentComfort,SoilIndex,IncreaseRate
Bauchi,Wheat,Rainy Season,Silt,Mixed,Sprinkler,No,No,No,31.4,52.6,18,5,1,1,4.89,Low,6.389,2.132,0.0,1.335,3.059,10.674,0.978,0.928,0.303,0.597,2.997,0.978
Kano,Soybean,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,25.8,73.2,13,3,1,1,2.99,High,6.477,2.115,4.6,1.629,1.435,10.727,1.953,1.94,1.352,0.352,0.965,0.997
Plateau,Wheat,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,Yes,30.7,66.8,6,1,0,0,3.13,Low,6.52,2.141,4.353,1.558,3.148,10.853,1.203,0.904,0.287,0.46,1.004,3.13
Kano,Wheat,Rainy Season,Sandy,Irrigation,Flood,Yes,Yes,No,30.7,80.4,11,6,0,1,3.97,High,6.735,1.898,4.148,1.389,3.595,11.131,1.861,1.934,0.538,0.382,1.114,0.662
Benue,Soybean,Dry Season,Loamy,Rain-Fed,Flood,No,No,Yes,26.6,74.6,17,3,0,1,2.12,Medium,7.024,2.003,4.277,1.813,3.118,11.158,1.526,0.948,0.304,0.357,1.118,0.707
Plateau,Soybean,Dry Season,Clay,Irrigation,Sprinkler,No,Yes,No,24.2,50.8,8,4,1,1,0.2,Medium,7.289,1.905,5.169,1.813,3.109,10.844,1.497,0.27,0.087,0.476,1.03,0.05
Plateau,Millet,Rainy Season,Loamy,Mixed,Sprinkler,Yes,Yes,Yes,26.2,79.2,14,7,1,0,2.64,Medium,6.201,2.061,2.856,1.461,3.1,10.113,1.466,0.571,0.184,0.331,1.261,0.377
Kano,Soybean,Dry Season,Loamy,Irrigation,Drip,No,Yes,Yes,30.4,64.8,21,5,1,1,1.54,High,7.053,2.049,4.231,1.564,3.478,11.072,1.953,0.285,0.082,0.469,1.123,0.308
Kaduna,Sorghum,Dry Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,Yes,31.6,73.3,11,3,1,0,2.98,Medium,6.486,2.074,2.442,1.947,2.728,11.062,1.364,0.215,0.079,0.431,1.436,0.993
Gombe,Yam,Dry Season,Loamy,Rain-Fed,Sprinkler,Yes,No,No,27.9,87.7,13,7,1,1,2.09,Medium,6.391,1.917,4.775,1.539,1.065,11.098,1.484,1.621,1.522,0.318,0.955,0.299
Bauchi,Sorghum,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,No,No,33.7,47.6,9,5,0,1,3.77,Medium,6.138,1.967,4.92,1.639,3.378,11.152,1.322,0.513,0.152,0.708,0.891,0.754
Kano,Wheat,Rainy Season,Loamy,Mixed,Flood,Yes,No,Yes,25.8,44.3,15,4,1,0,4.13,High,6.735,1.936,4.527,0.223,3.321,10.181,1.872,1.864,0.561,0.582,1.042,1.032
Taraba,Sorghum,Dry Season,Loamy,Irrigation,None,No,Yes,Yes,36.4,62.5,16,4,1,0,2.31,Medium,6.657,1.847,4.237,0.678,0.693,10.613,1.475,0.604,0.872,0.582,1.094,0.578
Kaduna,Rice,Rainy Season,Sandy,Mixed,Flood,Yes,Yes,Yes,25.7,52.9,9,4,1,1,2.91,Medium,6.154,2.074,3.624,1.929,3.122,11.093,1.575,0.199,0.064,0.486,1.08,0.728
Taraba,Groundnut,Rainy Season,Clay,Mixed,Flood,Yes,Yes,Yes,35.1,63.4,5,6,1,0,0.2,Low,6.458,1.936,4.031,1.421,0.993,11.103,1.095,2.17,2.185,0.554,1.082,0.033
Gombe,Yam,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,31.4,62.1,6,3,1,0,5.19,High,6.904,1.984,4.663,0.896,2.625,10.82,1.712,1.311,0.499,0.506,1.039,1.73
Benue,Groundnut,Rainy Season,Clay,Irrigation,Flood,Yes,No,No,24.6,64.4,8,3,0,0,3.32,Medium,6.989,2.015,4.512,1.459,3.077,10.811,1.746,1.735,0.564,0.382,1.071,1.107
Zamfara,Cowpea,Rainy Season,Sandy,Rain-Fed,Flood,Yes,No,Yes,31.6,80.8,8,3,1,1,2.35,Medium,6.466,2.069,4.397,1.497,2.293,10.69,1.537,0.392,0.171,0.391,1.0,0.783
Gombe,Sorghum,Dry Season,Loamy,Rain-Fed,Drip,Yes,No,No,23.9,76.7,12,5,0,0,1.98,Low,6.129,1.899,4.795,1.463,2.398,10.684,0.967,1.991,0.83,0.312,0.916,0.396
Adamawa,Groundnut,Rainy Season,Loamy,Mixed,Flood,No,Yes,No,31.7,68.6,14,4,1,1,0.8,Low,6.673,1.793,3.669,1.593,0.693,11.054,0.896,0.723,1.043,0.462,1.222,0.2
Kebbi,Soybean,Dry Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,27.0,48.0,11,2,1,1,4.44,Medium,6.72,1.954,3.902,1.409,3.006,11.067,1.423,0.344,0.114,0.562,1.148,2.22
Kaduna,Maize,Dry Season,Clay,Irrigation,Flood,Yes,Yes,Yes,27.86,52.3,4,5,1,1,3.16,High,6.784,1.717,4.717,1.233,0.693,10.398,1.69,0.599,0.864,0.533,1.054,0.632
Benue,Maize,Dry Season,Silt,Irrigation,Sprinkler,No,No,Yes,30.7,72.7,6,2,1,1,0.2,Medium,6.637,1.933,4.382,1.391,2.667,11.078,1.673,1.911,0.717,0.422,1.051,0.1
Adamawa,Soybean,Rainy Season,Clay,Irrigation,Flood,No,Yes,Yes,26.9,77.0,13,5,1,0,2.38,Medium,6.827,2.035,4.456,1.926,3.292,11.158,1.953,0.262,0.08,0.349,1.052,0.476
Niger,Groundnut,Dry Season,Clay,Irrigation,Flood,No,Yes,No,30.5,73.2,11,5,1,0,3.42,Medium,6.833,1.963,4.945,1.468,3.001,10.832,1.348,1.934,0.644,0.417,0.989,0.684
Benue,Wheat,Dry Season,Clay,Irrigation,Drip,No,Yes,Yes,28.3,73.1,18,5,0,0,2.47,Medium,6.735,2.069,2.856,0.14,1.932,11.148,1.504,1.033,0.535,0.387,1.368,0.494
Kano,Soybean,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,37.3,85.5,9,1,1,1,1.48,Low,6.652,1.834,4.889,1.411,2.97,10.741,0.896,1.401,0.472,0.436,0.989,1.48
Yobe,Yam,Rainy Season,Sandy,Rain-Fed,Flood,Yes,No,No,20.9,88.8,10,4,0,1,1.55,Low,6.414,1.98,4.3,1.861,2.241,10.922,0.85,1.649,0.736,0.235,1.021,0.388
Kano,Cassava,Rainy Season,Clay,Irrigation,Flood,No,Yes,Yes,31.1,87.4,12,5,1,0,3.73,Medium,6.925,2.11,4.53,1.23,2.688,10.469,1.099,1.258,0.468,0.356,1.043,0.746
Gombe,Rice,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,27.4,99.0,9,7,1,0,2.37,Medium,6.968,2.239,4.798,1.284,0.693,11.202,1.504,1.656,2.39,0.277,0.99,0.339
Kebbi,Wheat,Dry Season,Silt,Rain-Fed,Flood,Yes,Yes,Yes,28.2,61.4,13,3,1,1,0.87,Medium,6.625,2.046,4.525,0.846,2.773,11.103,1.482,1.816,0.655,0.459,1.008,0.29
Benue,Yam,Dry Season,Sandy,Mixed,Flood,No,Yes,No,25.1,66.5,1,4,0,0,1.43,Low,6.702,1.895,4.352,1.085,3.049,10.808,0.982,1.218,0.399,0.377,1.073,0.358
Bauchi,Groundnut,Rainy Season,Clay,Mixed,Sprinkler,Yes,Yes,Yes,32.4,56.3,15,5,1,1,4.86,Medium,6.272,2.105,4.61,1.666,3.223,10.838,1.369,1.416,0.439,0.575,0.934,0.972
Katsina,Wheat,Dry Season,Loamy,Mixed,Sprinkler,Yes,Yes,Yes,24.3,47.3,6,4,1,1,3.59,High,6.764,1.975,4.421,1.85,0.693,11.239,1.942,0.806,1.163,0.514,1.058,0.898
Zamfara,Wheat,Rainy Season,Silt,Rain-Fed,Sprinkler,No,Yes,No,29.0,69.6,5,5,1,1,2.88,Medium,7.166,1.858,5.169,1.997,3.431,10.693,1.327,0.182,0.053,0.417,1.02,0.576
Gombe,Groundnut,Rainy Season,Clay,Irrigation,Flood,Yes,No,No,28.2,25.6,0,6,0,0,4.55,Medium,6.823,1.985,4.519,0.231,3.572,11.457,1.157,2.17,0.608,1.102,1.049,0.758
Kano,Soybean,Rainy Season,Loamy,Mixed,Flood,Yes,No,Yes,27.9,67.9,11,5,1,0,3.54,Medium,6.963,1.833,3.74,1.671,2.96,10.872,1.163,1.939,0.655,0.411,1.249,0.708
Kebbi,Groundnut,Rainy Season,Loamy,Rain-Fed,Flood,No,Yes,No,29.0,80.2,1,5,1,1,0.89,Medium,6.878,2.078,3.942,1.332,3.469,10.918,1.562,0.708,0.204,0.362,1.143,0.178
Zamfara,Sorghum,Rainy Season,Sandy,Rain-Fed,Flood,No,Yes,No,36.7,68.4,10,6,0,1,5.82,Low,6.82,2.058,4.579,1.099,3.346,11.136,1.376,0.131,0.039,0.537,1.028,0.97
Benue,Sorghum,Rainy Season,Sandy,Irrigation,Drip,No,Yes,Yes,25.7,55.0,21,3,1,0,2.28,Medium,6.391,1.985,4.282,1.197,2.965,10.909,1.311,1.261,0.425,0.467,1.02,0.76
Bauchi,Rice,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,No,No,23.9,68.5,10,5,0,1,2.48,High,6.804,1.996,4.743,1.654,3.235,11.397,1.953,1.792,0.554,0.349,1.01,0.496
Benue,Maize,Dry Season,Loamy,Mixed,Flood,Yes,Yes,No,29.2,48.5,4,2,1,0,3.42,Medium,7.091,1.992,4.565,1.577,2.923,10.276,1.311,1.615,0.553,0.602,1.081,1.71
Plateau,Millet,Rainy Season,Clay,Rain-Fed,Flood,Yes,No,No,26.9,54.1,18,3,1,0,4.98,Medium,6.706,2.103,4.382,1.562,2.939,10.793,1.488,1.289,0.439,0.497,1.034,1.66
Kebbi,Rice,Dry Season,Loamy,Irrigation,Sprinkler,Yes,Yes,No,26.6,83.5,20,6,1,0,6.1,High,6.883,1.991,4.41,0.944,2.879,10.607,1.841,1.2,0.417,0.319,1.075,1.017
Adamawa,Rice,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,34.0,59.9,2,6,0,0,0.89,Low,7.01,2.04,3.532,0.932,3.144,11.165,1.118,0.658,0.209,0.568,1.258,0.148
Kano,Cassava,Rainy Season,Sandy,Rain-Fed,Drip,Yes,Yes,Yes,29.5,86.3,25,4,1,0,3.92,High,6.94,1.993,4.425,1.319,0.693,11.056,1.609,1.284,1.853,0.342,1.081,0.98
Bauchi,Millet,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,30.0,90.6,16,5,0,0,1.66,High,6.457,1.901,4.751,0.457,3.321,11.329,1.878,0.104,0.031,0.331,0.971,0.332
Katsina,Maize,Dry Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,27.1,69.0,0,5,1,1,1.26,Medium,6.659,1.85,4.797,1.47,1.308,11.228,1.33,1.314,1.005,0.393,1.002,0.252
Benue,Wheat,Rainy Season,Clay,Rain-Fed,Flood,No,No,No,25.2,73.0,17,3,1,0,3.06,Low,6.771,1.907,4.598,1.823,3.503,11.039,1.115,0.231,0.066,0.345,1.041,1.02
Katsina,Millet,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,No,Yes,29.3,67.6,16,4,0,0,4.12,High,7.237,2.027,4.457,1.396,1.825,10.668,1.953,0.095,0.052,0.433,1.116,1.03
Benue,Cassava,Rainy Season,Loamy,Rain-Fed,Sprinkler,No,Yes,Yes,35.8,78.8,24,6,1,0,2.76,Medium,6.24,2.012,4.668,1.437,3.1,11.005,1.406,1.761,0.568,0.454,0.934,0.46
Kano,Cowpea,Dry Season,Loamy,Rain-Fed,Sprinkler,No,No,No,28.5,73.2,14,2,1,0,3.66,Low,6.94,2.016,4.491,0.405,2.501,10.951,0.896,0.519,0.208,0.389,1.067,1.83
Zamfara,Rice,Rainy Season,Sandy,Irrigation,Flood,Yes,Yes,Yes,31.4,45.4,10,4,1,0,4.9,High,7.192,1.975,4.238,1.633,2.734,10.521,1.953,1.963,0.718,0.692,1.158,1.225
Sokoto,Groundnut,Dry Season,Silt,Rain-Fed,Drip,Yes,No,Yes,27.5,61.2,8,5,0,1,1.88,Medium,7.016,1.932,3.584,1.78,3.14,10.608,1.371,0.728,0.232,0.449,1.272,0.376
Zamfara,Rice,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,33.7,84.9,10,6,1,1,0.2,Medium,6.672,2.066,3.871,1.775,1.253,10.317,1.548,0.476,0.38,0.397,1.124,0.033
Benue,Soybean,Dry Season,Sandy,Rain-Fed,Flood,Yes,No,Yes,26.2,22.4,1,2,0,0,1.39,Low,6.977,1.967,0.0,1.564,2.741,10.473,0.703,0.525,0.192,1.17,3.547,0.695
Taraba,Cassava,Dry Season,Loamy,Irrigation,None,No,Yes,Yes,25.4,67.4,2,4,1,1,4.67,Medium,6.746,1.837,3.456,1.564,2.477,10.867,1.564,2.164,0.874,0.377,1.275,1.168
Yobe,Rice,Rainy Season,Loamy,Irrigation,Sprinkler,No,Yes,No,30.5,99.0,18,6,0,0,3.81,Medium,6.873,1.861,4.575,2.228,3.068,11.066,1.194,0.742,0.242,0.308,1.068,0.635
Jigawa,Rice,Rainy Season,Sandy,Irrigation,Flood,Yes,No,Yes,31.8,67.2,5,4,0,1,4.94,Medium,7.023,1.807,4.482,1.517,3.63,11.205,1.258,1.384,0.381,0.473,1.117,1.235
Sokoto,Millet,Dry Season,Sandy,Rain-Fed,Drip,Yes,Yes,No,27.4,42.1,16,3,1,0,2.82,Medium,7.025,1.913,3.343,1.768,2.981,10.489,1.389,1.904,0.639,0.651,1.337,0.94
Adamawa,Millet,Rainy Season,Loamy,Mixed,Drip,Yes,Yes,Yes,29.0,78.0,19,1,1,1,1.42,Medium,6.672,2.014,4.197,2.122,3.681,11.206,1.275,1.73,0.47,0.372,1.074,1.42
Sokoto,Groundnut,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,23.0,71.6,22,5,1,0,0.98,High,7.01,2.151,4.6,1.681,3.421,11.231,1.859,1.089,0.318,0.321,1.038,0.196
Yobe,Yam,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,30.0,53.6,14,2,1,1,3.13,Medium,6.679,1.923,3.859,1.327,2.041,10.176,1.461,2.17,1.063,0.56,1.155,1.565
Katsina,Soybean,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,No,26.3,46.4,24,3,1,0,2.56,Medium,6.737,2.015,3.955,1.703,2.896,10.167,1.163,1.803,0.623,0.567,1.128,0.853
Kebbi,Groundnut,Dry Season,Sandy,Mixed,None,Yes,Yes,Yes,30.3,67.8,20,3,1,0,3.74,Medium,6.256,1.969,3.538,1.509,2.534,10.629,1.468,1.281,0.506,0.447,1.136,1.247
Katsina,Cowpea,Dry Season,Loamy,Mixed,Sprinkler,Yes,Yes,Yes,30.5,62.7,19,2,1,0,2.57,Medium,6.877,2.073,3.784,1.934,2.293,10.805,1.295,0.963,0.42,0.486,1.174,1.285
Gombe,Soybean,Dry Season,Clay,Rain-Fed,Sprinkler,No,Yes,No,21.6,72.1,11,5,1,0,1.37,Low,6.554,2.029,4.447,1.224,0.693,10.924,1.089,1.845,2.662,0.3,1.012,0.274
Katsina,Millet,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,25.6,60.8,11,1,0,0,3.04,Low,5.934,1.974,4.528,1.472,3.459,10.99,1.095,0.095,0.027,0.421,0.913,3.04
Adamawa,Rice,Rainy Season,Clay,Rain-Fed,Sprinkler,No,Yes,Yes,33.5,48.7,4,1,0,0,3.69,Low,6.856,1.864,3.608,1.829,2.741,10.528,0.837,1.539,0.561,0.688,1.253,3.69
Taraba,Wheat,Dry Season,Silt,Rain-Fed,Sprinkler,Yes,No,Yes,30.7,84.9,4,2,1,1,2.47,Medium,6.944,1.953,4.4,1.267,3.704,11.316,1.401,0.593,0.16,0.362,1.093,1.235
Zamfara,Rice,Dry Season,Sandy,Irrigation,None,Yes,No,Yes,32.9,67.1,26,6,1,0,2.23,Medium,6.141,1.978,0.0,1.008,3.118,10.914,1.306,1.454,0.466,0.49,3.105,0.372
Zamfara,Maize,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,33.0,75.6,0,3,1,0,4.75,Medium,6.524,2.179,4.468,1.79,2.646,10.802,1.386,1.105,0.418,0.437,0.981,1.583
Jigawa,Groundnut,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,31.0,66.7,7,3,0,1,0.2,Medium,6.911,2.133,4.355,2.061,3.4,10.903,1.677,0.9,0.265,0.465,1.065,0.067
Niger,Soybean,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,No,25.6,61.7,11,3,0,0,0.8,Medium,6.506,2.129,4.376,1.671,2.944,10.433,1.351,0.392,0.133,0.415,1.0,0.267
Benue,Wheat,Dry Season,Clay,Irrigation,Drip,Yes,No,Yes,32.0,72.7,10,2,0,0,5.09,Medium,6.486,1.881,4.311,1.579,3.512,10.839,1.466,1.297,0.369,0.44,1.047,2.545
Taraba,Maize,Rainy Season,Clay,Mixed,Flood,Yes,No,No,33.1,91.1,15,3,1,0,3.15,Low,6.747,1.625,3.215,1.376,3.165,11.212,1.131,0.621,0.196,0.363,1.394,1.05
Niger,Cowpea,Rainy Season,Sandy,Rain-Fed,None,Yes,Yes,No,30.4,48.0,14,6,1,0,3.14,Medium,6.851,2.003,4.164,1.182,3.829,11.01,1.273,1.895,0.495,0.633,1.111,0.523
Yobe,Rice,Rainy Season,Clay,Mixed,Sprinkler,No,Yes,Yes,32.8,68.1,0,1,0,0,2.82,Low,6.746,1.902,4.902,1.677,2.901,10.832,1.092,1.218,0.42,0.482,0.991,2.82
Gombe,Yam,Rainy Season,Silt,Rain-Fed,None,No,Yes,No,30.8,55.1,10,6,0,0,2.87,Low,6.75,2.019,4.057,1.379,3.638,11.032,0.956,1.409,0.387,0.559,1.111,0.478
Kano,Cassava,Dry Season,Sandy,Irrigation,Flood,No,No,Yes,30.0,67.0,26,3,1,1,6.1,High,6.846,1.989,3.619,1.828,2.434,10.978,1.947,1.589,0.653,0.448,1.221,2.033
Yobe,Maize,Rainy Season,Loamy,Irrigation,None,Yes,Yes,Yes,31.9,76.1,17,2,1,0,3.61,High,6.669,1.908,3.85,1.391,2.797,11.14,1.893,0.536,0.192,0.419,1.158,1.805
Benue,Rice,Rainy Season,Loamy,Irrigation,Drip,Yes,Yes,Yes,36.5,71.7,14,5,0,1,2.27,High,6.933,1.991,4.45,1.241,2.485,10.779,1.953,0.728,0.293,0.509,1.076,0.454
Benue,Rice,Dry Season,Loamy,Mixed,Drip,Yes,Yes,No,31.1,66.0,15,5,0,0,4.18,Medium,6.813,2.203,4.341,1.209,2.588,11.118,1.587,0.859,0.332,0.471,1.041,0.836
Plateau,Soybean,Dry Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,30.5,71.4,15,3,1,0,3.37,Medium,6.686,1.829,4.22,1.554,3.105,10.978,1.194,2.132,0.687,0.427,1.105,1.123
Plateau,Soybean,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,30.2,67.7,6,3,1,1,3.53,Medium,6.315,1.95,4.594,1.454,3.174,11.029,1.404,0.425,0.134,0.446,0.965,1.177
Kaduna,Yam,Rainy Season,Sandy,Rain-Fed,Drip,No,No,Yes,32.2,63.0,13,3,0,1,2.31,Low,6.355,1.92,4.694,1.793,2.791,11.009,1.138,0.788,0.282,0.511,0.961,0.77
Yobe,Maize,Dry Season,Loamy,Irrigation,Flood,No,Yes,Yes,25.1,67.3,18,4,1,0,2.3,High,6.919,2.001,4.228,1.816,2.241,10.754,1.953,0.47,0.21,0.373,1.111,0.575
Kaduna,Millet,Dry Season,Clay,Mixed,None,Yes,Yes,Yes,23.8,64.2,7,1,0,1,3.5,Medium,6.79,1.97,3.262,1.953,2.485,10.852,1.389,1.371,0.552,0.371,1.298,3.5
Katsina,Soybean,Dry Season,Clay,Irrigation,Flood,Yes,No,No,24.0,66.7,21,3,0,0,2.45,Medium,6.958,2.027,2.485,1.3,2.809,11.011,1.247,1.656,0.59,0.36,1.542,0.817
Kano,Cassava,Dry Season,Sandy,Irrigation,Sprinkler,Yes,No,Yes,20.8,41.6,13,5,1,0,3.8,Medium,6.743,2.068,4.159,0.577,2.674,10.672,1.615,0.829,0.31,0.5,1.083,0.76
Sokoto,Rice,Rainy Season,Loamy,Irrigation,Flood,No,Yes,Yes,25.8,46.1,18,1,0,1,2.61,Medium,6.559,2.135,4.715,1.623,2.734,10.816,1.261,1.118,0.409,0.56,0.958,2.61
Jigawa,Rice,Dry Season,Loamy,Mixed,Sprinkler,No,Yes,Yes,30.2,54.1,7,3,0,1,4.26,Medium,6.887,1.956,3.974,1.389,3.709,10.528,1.599,1.2,0.324,0.558,1.161,1.42
Sokoto,Cowpea,Dry Season,Clay,Irrigation,Drip,No,Yes,No,34.0,72.3,19,5,1,1,2.18,Low,6.672,2.061,3.782,1.893,1.841,10.365,1.095,0.365,0.198,0.47,1.142,0.436
Jigawa,Cowpea,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,18.0,74.8,16,1,0,1,4.42,High,7.062,1.911,4.137,1.235,2.534,10.286,1.892,2.128,0.84,0.241,1.168,4.42
Plateau,Yam,Rainy Season,Clay,Rain-Fed,Flood,Yes,No,Yes,31.5,32.0,14,3,1,0,3.13,Medium,6.736,1.997,1.775,1.69,2.815,10.64,1.345,0.952,0.338,0.984,1.786,1.043
Plateau,Maize,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,25.3,58.0,22,2,1,1,1.99,High,6.195,1.982,4.734,0.565,3.235,10.915,1.852,0.322,0.1,0.436,0.922,0.995
Plateau,Sorghum,Dry Season,Loamy,Mixed,Flood,Yes,Yes,No,22.3,64.7,16,2,0,0,1.27,Medium,7.192,2.044,4.437,1.384,0.693,11.064,1.376,0.095,0.137,0.345,1.11,0.635
Taraba,Wheat,Rainy Season,Clay,Irrigation,Flood,No,Yes,Yes,28.2,62.1,14,4,0,1,0.44,Medium,7.148,1.89,4.89,1.416,2.885,11.178,1.371,2.17,0.752,0.454,1.054,0.11
Kebbi,Soybean,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,No,24.3,76.2,17,6,1,0,3.55,Medium,7.079,1.889,4.101,1.112,3.254,11.154,1.613,0.99,0.304,0.319,1.182,0.592
Jigawa,Maize,Dry Season,Clay,Mixed,Drip,Yes,Yes,Yes,28.1,79.8,1,6,1,1,2.72,Medium,7.045,2.089,3.852,1.879,1.569,11.24,1.656,1.212,0.772,0.352,1.186,0.453
Yobe,Rice,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,26.5,81.2,4,3,0,1,0.51,Medium,6.516,1.962,4.55,1.872,3.555,10.822,1.34,0.582,0.164,0.326,1.001,0.17
Kaduna,Groundnut,Rainy Season,Sandy,Mixed,Sprinkler,Yes,No,Yes,24.5,54.3,19,4,1,1,3.17,Medium,6.239,1.917,3.731,1.376,3.054,11.037,1.353,1.69,0.553,0.451,1.105,0.792
Taraba,Cowpea,Dry Season,Sandy,Rain-Fed,Flood,No,Yes,Yes,25.2,74.2,12,4,1,1,2.91,Medium,7.154,2.135,4.164,1.396,2.803,11.262,1.495,1.286,0.459,0.34,1.136,0.728
Zamfara,Wheat,Rainy Season,Loamy,Rain-Fed,Flood,No,No,No,36.6,62.9,9,6,0,0,3.85,Very low,6.133,2.108,4.757,1.666,2.639,10.264,0.519,0.231,0.088,0.582,0.893,0.642
Sokoto,Soybean,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,24.8,72.1,0,4,1,1,1.84,Medium,6.808,1.963,3.857,1.605,3.581,10.623,1.495,0.896,0.25,0.344,1.17,0.46
Gombe,Millet,Dry Season,Loamy,Irrigation,Drip,No,No,No,34.2,49.5,10,1,1,1,1.56,Medium,6.33,1.946,3.453,1.753,3.54,11.416,1.273,0.863,0.244,0.691,1.172,1.56
Adamawa,Millet,Rainy Season,Clay,Mixed,Flood,Yes,Yes,Yes,34.8,40.3,14,2,1,1,0.73,Low,6.59,1.852,3.942,1.128,2.95,10.722,1.182,0.191,0.065,0.864,1.137,0.365
Benue,Cowpea,Dry Season,Sandy,Mixed,Sprinkler,No,Yes,Yes,28.5,85.8,14,6,0,1,2.79,Medium,6.878,2.046,4.693,1.567,3.447,10.476,1.356,1.3,0.377,0.332,1.021,0.465
Kaduna,Maize,Dry Season,Loamy,Rain-Fed,Sprinkler,No,No,No,32.1,50.0,12,6,0,1,3.68,Medium,7.143,1.915,4.143,0.751,0.678,10.42,1.418,0.231,0.341,0.642,1.179,0.613
Niger,Soybean,Rainy Season,Loamy,Rain-Fed,Sprinkler,No,Yes,Yes,25.9,68.5,14,4,0,0,3.35,Medium,6.907,2.016,4.889,1.233,3.105,10.699,1.47,0.095,0.031,0.378,1.0,0.838
Bauchi,Wheat,Dry Season,Clay,Rain-Fed,Sprinkler,No,No,Yes,26.9,66.1,4,3,0,0,1.63,Low,6.787,1.92,3.932,0.0,0.693,11.058,1.221,0.095,0.137,0.407,1.16,0.543
Zamfara,Rice,Dry Season,Sandy,Mixed,Flood,No,Yes,Yes,22.9,68.5,17,5,0,1,3.8,Medium,6.283,1.94,4.181,1.999,3.114,10.527,1.311,1.413,0.454,0.334,1.026,0.76
Yobe,Maize,Dry Season,Loamy,Mixed,Sprinkler,No,No,Yes,29.0,58.9,0,1,1,0,2.39,Medium,6.718,1.974,4.676,1.599,2.603,11.215,1.552,1.244,0.478,0.492,1.01,2.39
Gombe,Cowpea,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,30.7,83.8,29,3,1,1,1.75,High,6.733,2.123,4.722,0.378,2.833,10.603,1.953,0.519,0.183,0.366,0.984,0.583
Kaduna,Yam,Dry Season,Loamy,Rain-Fed,Sprinkler,Yes,No,Yes,26.9,56.4,6,6,0,1,3.74,High,7.267,1.89,0.0,0.0,2.46,11.114,1.859,2.163,0.879,0.477,3.845,0.623
Adamawa,Sorghum,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,No,No,28.8,51.5,7,4,1,0,3.83,Low,6.678,2.077,4.508,0.049,0.693,10.711,1.206,0.378,0.545,0.559,1.014,0.958
Taraba,Maize,Dry Season,Clay,Irrigation,Flood,Yes,No,Yes,21.6,60.1,3,1,0,1,2.33,Medium,6.445,2.239,4.333,1.55,3.793,11.3,1.524,1.716,0.452,0.359,0.981,2.33
Yobe,Cassava,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,Yes,36.6,71.9,19,4,1,1,4.56,Medium,6.883,2.107,3.721,2.055,3.469,10.944,1.384,1.244,0.359,0.509,1.181,1.14
Kano,Soybean,Dry Season,Clay,Mixed,Sprinkler,Yes,Yes,Yes,25.0,58.1,4,1,1,1,2.75,Medium,6.239,2.006,4.364,1.902,2.104,11.06,1.541,0.293,0.139,0.43,0.979,2.75
Benue,Millet,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,No,No,20.9,64.5,18,3,1,1,1.54,Medium,6.452,2.162,3.082,1.147,3.388,10.953,1.384,0.405,0.12,0.324,1.23,0.513
