FarmID,State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,FarmSize(Hectares),Rainfall(mm),Temperature(°C),Humidity(%),SoilPH,Fertilizer(kg/ha),Pesticide(L/ha),FarmExperience(Years),NumWorkers,DistanceToMarket(km),CreditAccess,ExtensionServices,PreviousYield(tons/ha),PlantingDensity(plants/ha),ActualYield(tons/ha),YieldCategory
FRM002186,Bauchi,Maize,Rainy Season,Clay,Mixed,Flood,Yes,No,No,0.76,1151.1,21.3,48.7,6.95,58.4,2.82,0,2,18.9,0,1,0.82,26572.0,1.65,Low
FRM002187,Taraba,Cassava,Dry Season,Silt,Irrigation,Flood,Yes,No,No,0.64,1075.8,29.5,68.5,5.48,43.1,3.09,28,4,11.1,1,0,2.46,64947.0,2.46,Medium
FRM002188,Plateau,Rice,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,0.15,768.3,31.0,54.7,8.15,113.4,4.81,26,5,1.0,0,1,2.42,52075.0,3.15,Medium
FRM002189,Katsina,Maize,Dry Season,Loamy,Irrigation,Sprinkler,Yes,No,No,4.6,618.6,28.4,99.0,6.27,93.9,5.03,9,6,21.5,1,0,4.0,62689.0,4.12,Medium
FRM002190,Yobe,Sorghum,Rainy Season,Loamy,Irrigation,Drip,Yes,No,Yes,2.16,1169.8,28.08,50.2,5.75,41.1,4.22,14,5,22.0,0,0,2.42,87522.0,6.05,High
FRM002191,Kebbi,Cowpea,Rainy Season,Silt,Rain-Fed,Flood,Yes,Yes,No,0.5,1093.1,22.6,56.4,6.39,3.5,3.32,14,4,21.7,0,0,5.24,93913.0,3.02,Medium
FRM002192,Taraba,Maize,Rainy Season,Loamy,Irrigation,Flood,No,No,Yes,0.37,563.3,28.1,67.0,6.86,135.0,4.49,12,4,15.4,1,0,1.98,72260.0,3.98,Medium
FRM002193,Taraba,Rice,Rainy Season,Clay,Irrigation,Flood,Yes,Yes,No,6.07,1036.4,27.6,62.1,7.04,49.1,6.98,12,1,3.9,0,1,1.58,70128.0,3.17,Medium
FRM002194,Adamawa,Rice,Rainy Season,Silt,Rain-Fed,Sprinkler,Yes,No,Yes,0.73,633.8,20.5,51.9,7.56,56.6,3.13,8,4,15.5,0,0,2.89,56600.0,1.1,Low
FRM002195,Zamfara,Millet,Rainy Season,Sandy,Irrigation,Flood,No,No,Yes,7.76,632.3,30.9,62.5,7.08,48.1,1.31,12,6,11.2,1,1,4.16,74390.0,2.44,Medium
FRM002196,Jigawa,Sorghum,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,4.73,931.1,31.7,60.9,7.06,28.0,5.94,14,4,7.4,0,0,5.9,64139.0,3.41,Medium
FRM002197,Kebbi,Sorghum,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,7.68,906.2,34.7,69.7,6.66,174.8,4.68,18,1,27.9,1,0,3.33,64811.0,5.35,High
FRM002198,Yobe,Soybean,Rainy Season,Silt,Rain-Fed,Flood,Yes,Yes,No,0.49,628.4,32.4,96.6,6.18,83.6,1.59,1,4,1.0,1,1,4.65,65082.0,2.84,Medium
FRM002199,Kaduna,Cassava,Dry Season,Sandy,Mixed,Drip,Yes,Yes,No,4.65,810.6,22.3,68.5,6.82,19.0,2.59,15,2,28.4,1,0,2.88,58469.0,4.04,Medium
FRM002200,Sokoto,Sorghum,Rainy Season,Sandy,Irrigation,Flood,No,Yes,No,1.3,591.1,31.1,54.1,6.01,1.4,2.13,20,6,28.6,1,0,3.88,37358.0,3.97,Medium
FRM002201,Kaduna,Cowpea,Dry Season,Silt,Mixed,Drip,Yes,No,Yes,7.76,1139.2,23.7,61.7,5.27,50.7,4.4,7,3,5.8,1,0,1.9,56882.0,3.07,Medium
FRM002202,Jigawa,Cassava,Rainy Season,Sandy,Irrigation,Sprinkler,No,Yes,No,0.72,857.6,28.6,77.0,7.97,82.7,4.82,8,3,2.5,0,0,4.72,41212.0,1.7,Low
FRM002203,Bauchi,Millet,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,1.31,570.5,30.6,42.7,7.42,115.6,1.66,17,7,18.8,1,1,3.11,23361.0,3.64,Medium
FRM002204,Bauchi,Sorghum,Dry Season,Sandy,Irrigation,Drip,No,Yes,Yes,0.44,538.9,35.9,43.1,5.94,126.0,5.7,8,6,22.2,0,0,4.14,54634.0,3.69,Medium
FRM002205,Gombe,Millet,Rainy Season,Clay,Irrigation,Flood,No,Yes,Yes,0.43,905.0,33.4,96.7,7.77,80.9,0.61,9,1,16.2,0,0,1.59,74061.0,3.27,Medium
FRM002206,Kebbi,Rice,Dry Season,Sandy,Irrigation,Flood,No,Yes,Yes,0.76,362.6,36.8,75.5,5.53,84.0,3.39,7,2,12.6,0,1,4.06,74669.0,1.64,Low
FRM002207,Kaduna,Maize,Dry Season,Silt,Rain-Fed,Drip,Yes,Yes,Yes,1.92,890.0,30.6,77.2,6.74,93.4,4.38,4,2,18.4,0,1,3.98,62184.0,2.37,Medium
FRM002208,Bauchi,Sorghum,Rainy Season,Clay,Rain-Fed,Drip,Yes,No,No,0.1,1079.5,29.6,60.3,5.52,116.4,3.62,7,5,27.3,0,0,3.11,57237.0,1.51,Low
FRM002209,Jigawa,Rice,Rainy Season,Sandy,Irrigation,Drip,No,Yes,No,7.76,674.8,25.6,82.9,5.81,61.2,2.72,6,4,1.0,1,0,2.44,58909.0,1.94,Low
FRM002210,Adamawa,Maize,Rainy Season,Loamy,Irrigation,Flood,Yes,No,Yes,2.69,922.0,32.3,82.3,4.85,93.4,5.0,0,1,6.6,1,0,2.81,54371.0,3.51,Medium
FRM002211,Kano,Maize,Rainy Season,Clay,Irrigation,Drip,Yes,Yes,Yes,3.44,1056.3,27.7,69.1,6.22,106.8,5.69,10,2,27.7,1,0,4.54,40716.0,6.05,High
FRM002212,Plateau,Rice,Dry Season,Loamy,Rain-Fed,Flood,No,Yes,No,3.91,845.4,31.3,52.0,6.45,120.0,6.47,21,1,23.1,1,1,1.96,30207.0,3.74,Medium
FRM002213,Kano,Wheat,Dry Season,Clay,Irrigation,Flood,Yes,Yes,No,4.18,836.1,18.0,55.6,6.32,69.3,7.57,14,1,10.7,0,1,5.78,51374.0,2.9,Medium
FRM002214,Benue,Cassava,Rainy Season,Loamy,Irrigation,Sprinkler,No,No,Yes,2.67,803.2,30.2,53.6,7.5,103.7,4.38,3,4,19.0,1,1,2.88,30619.0,3.63,Medium
FRM002215,Yobe,Wheat,Dry Season,Sandy,Irrigation,Flood,Yes,Yes,No,0.34,1230.1,30.7,57.7,5.72,89.8,2.27,8,6,14.3,0,0,2.51,73309.0,3.12,Medium
FRM002216,Kaduna,Groundnut,Rainy Season,Loamy,Rain-Fed,Drip,Yes,Yes,Yes,1.84,980.6,33.3,43.5,7.36,139.4,0.0,27,6,31.7,0,1,2.79,62538.0,3.03,Medium
FRM002217,Gombe,Yam,Dry Season,Loamy,Rain-Fed,Drip,No,Yes,No,0.1,822.8,20.6,61.6,5.81,57.5,5.54,11,5,3.2,0,1,3.7,33830.0,2.59,Medium
FRM002218,Benue,Maize,Dry Season,Clay,Mixed,Flood,Yes,Yes,Yes,0.71,917.0,29.0,51.2,6.08,20.3,4.36,2,3,10.9,1,0,0.8,73825.0,2.99,Medium
FRM002219,Bauchi,Soybean,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,No,Yes,7.76,1047.4,29.9,66.9,6.0,65.4,2.31,18,4,6.8,0,1,1.55,40667.0,3.46,Medium
FRM002220,Katsina,Cassava,Rainy Season,Clay,Irrigation,Flood,No,Yes,Yes,1.12,627.8,30.5,71.5,6.77,160.2,0.0,0,3,43.9,0,1,2.82,40808.0,2.95,Medium
FRM002221,Niger,Maize,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,4.01,562.5,25.0,76.5,5.7,59.2,3.06,8,2,11.2,1,0,3.59,45716.0,5.66,High
FRM002222,Katsina,Cowpea,Dry Season,Loamy,Rain-Fed,None,Yes,Yes,No,1.39,508.8,24.9,44.1,6.52,111.4,7.47,8,3,6.5,0,1,2.46,54884.0,3.89,Medium
FRM002223,Jigawa,Soybean,Dry Season,Clay,Rain-Fed,Sprinkler,No,No,Yes,4.66,1122.2,29.2,72.7,6.47,84.0,5.45,10,2,15.9,1,0,0.72,10705.0,2.03,Low
FRM002224,Kebbi,Groundnut,Dry Season,Sandy,Rain-Fed,Flood,Yes,Yes,No,2.81,1135.8,25.6,41.0,6.79,114.1,6.13,13,6,15.4,0,1,3.28,58610.0,2.8,Medium
FRM002225,Taraba,Groundnut,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,No,No,0.65,1172.0,32.6,52.1,5.42,158.4,8.895,21,5,1.0,0,0,4.72,74753.0,3.64,Medium
FRM002226,Plateau,Cowpea,Rainy Season,Sandy,Irrigation,None,No,No,Yes,1.61,1287.8,25.7,64.8,6.08,87.9,3.8,0,4,22.5,1,0,1.72,55741.0,2.95,Medium
FRM002227,Kaduna,Rice,Dry Season,Loamy,Irrigation,Drip,Yes,Yes,Yes,6.94,969.3,23.6,63.0,5.75,99.1,6.62,22,6,17.0,0,0,1.59,57528.0,5.03,High
FRM002228,Yobe,Cassava,Rainy Season,Clay,Irrigation,Sprinkler,No,No,Yes,3.06,689.2,24.2,77.2,5.22,0.0,0.84,18,3,7.9,0,1,1.85,51122.0,2.07,Low
FRM002229,Gombe,Millet,Dry Season,Loamy,Rain-Fed,Drip,Yes,Yes,No,0.85,566.3,30.1,56.0,5.99,39.4,1.33,22,2,29.7,0,0,3.62,37994.0,3.45,Medium
FRM002230,Gombe,Cassava,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,6.01,679.9,30.7,74.2,6.73,87.5,0.28,14,5,6.0,1,1,1.16,71565.0,3.56,Medium
FRM002231,Yobe,Soybean,Dry Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,1.08,531.3,36.8,46.8,6.04,70.9,4.24,10,5,7.7,1,0,0.98,66980.0,2.37,Low
FRM002232,Jigawa,Wheat,Dry Season,Loamy,Mixed,Drip,No,No,No,2.22,934.2,25.2,63.5,5.76,174.8,2.09,8,3,19.5,0,0,2.37,38482.0,1.23,Low
FRM002233,Zamfara,Millet,Rainy Season,Sandy,Irrigation,Flood,Yes,No,No,1.51,1170.5,26.7,63.7,7.22,90.2,4.61,5,7,24.6,1,1,3.0,71218.0,3.17,Medium
FRM002234,Bauchi,Groundnut,Rainy Season,Clay,Rain-Fed,Drip,No,No,Yes,0.34,1053.6,25.2,61.5,4.89,75.1,2.66,8,7,18.0,1,0,4.52,66873.0,1.71,Low
FRM002235,Niger,Groundnut,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,No,Yes,7.76,582.1,27.0,62.2,5.36,77.1,3.98,26,4,13.5,1,0,2.68,19907.0,3.39,Medium
FRM002236,Sokoto,Rice,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,No,3.07,1340.7,24.8,65.9,6.67,93.9,4.58,19,1,1.0,0,1,2.77,59429.0,2.0,Medium
FRM002237,Sokoto,Yam,Rainy Season,Clay,Rain-Fed,Drip,Yes,Yes,No,3.05,962.1,28.0,65.3,5.44,120.9,4.05,8,5,1.0,0,1,0.47,62351.0,1.93,Low
FRM002238,Sokoto,Cassava,Rainy Season,Loamy,Irrigation,Drip,Yes,Yes,Yes,1.05,588.3,26.1,83.5,5.31,112.0,0.45,0,6,1.0,0,1,4.14,71588.0,5.05,High
FRM002239,Kaduna,Rice,Dry Season,Clay,Mixed,None,No,Yes,Yes,0.7,937.1,30.5,76.4,5.38,80.5,5.27,15,6,1.0,0,0,5.15,56604.0,1.85,Low
FRM002240,Sokoto,Soybean,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,1.85,543.3,27.8,51.3,6.65,21.9,1.37,14,4,29.2,1,1,2.25,34868.0,3.0,Medium
FRM002241,Adamawa,Millet,Dry Season,Sandy,Rain-Fed,Sprinkler,Yes,Yes,No,1.81,1153.1,27.3,69.2,5.84,75.5,2.7,22,2,1.0,1,1,3.12,69094.0,3.63,Medium
FRM002242,Kano,Cowpea,Rainy Season,Clay,Irrigation,Flood,Yes,Yes,No,1.25,529.2,31.5,51.3,6.08,50.4,2.72,14,7,14.7,0,1,3.48,65997.0,2.91,Medium
FRM002243,Gombe,Maize,Dry Season,Loamy,Irrigation,Sprinkler,Yes,Yes,Yes,0.25,804.8,20.6,73.9,5.61,90.8,0.0,16,4,25.6,0,0,5.1,50901.0,6.03,High
FRM002244,Niger,Wheat,Dry Season,Loamy,Rain-Fed,Sprinkler,No,Yes,Yes,3.86,1103.2,25.8,59.4,6.05,64.4,1.56,0,4,18.5,1,1,2.94,49378.0,2.87,Medium
FRM002245,Kano,Soybean,Dry Season,Sandy,Mixed,Flood,Yes,No,No,0.88,236.5,31.0,64.5,6.89,113.2,2.09,14,1,9.0,1,0,1.85,46369.0,2.27,Low
FRM002246,Taraba,Maize,Dry Season,Clay,Irrigation,Drip,Yes,Yes,No,0.1,753.7,27.0,68.8,5.57,63.5,6.46,14,1,26.6,1,0,3.2,57530.0,3.33,Medium
FRM002247,Niger,Cassava,Dry Season,Loamy,Irrigation,Drip,No,Yes,Yes,0.4,679.0,24.0,79.9,5.2,102.0,8.13,20,4,2.6,1,1,2.87,33792.0,2.98,Medium
FRM002248,Kano,Cowpea,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,7.3,1469.3,27.6,39.5,6.31,86.7,2.9,5,5,21.9,0,0,4.09,61381.0,6.05,High
FRM002249,Niger,Groundnut,Dry Season,Clay,Irrigation,Flood,Yes,Yes,Yes,5.31,776.7,33.2,66.8,5.35,50.7,5.18,22,6,20.8,0,1,1.43,70437.0,2.56,Medium
FRM002250,Taraba,Rice,Rainy Season,Sandy,Rain-Fed,Flood,Yes,No,No,3.95,909.0,29.9,87.6,5.88,58.0,0.0,18,1,28.0,0,0,1.95,36738.0,2.42,Low
FRM002251,Benue,Millet,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,2.05,881.0,25.6,69.4,7.12,80.5,5.67,25,2,30.9,0,0,3.6,82495.0,5.52,High
FRM002252,Adamawa,Rice,Rainy Season,Loamy,Mixed,Sprinkler,No,Yes,Yes,5.5,952.7,29.0,75.2,6.6,62.1,3.67,5,6,30.8,1,0,2.57,52278.0,2.0,Medium
FRM002253,Kaduna,Millet,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,2.25,748.4,28.5,56.5,7.54,76.7,7.13,20,3,10.6,1,0,2.26,44024.0,3.7,Medium
FRM002254,Kaduna,Yam,Dry Season,Sandy,Rain-Fed,Drip,Yes,No,Yes,0.42,770.0,22.5,71.4,6.77,85.2,3.14,4,5,15.4,0,0,1.93,37183.0,2.21,Low
FRM002255,Jigawa,Yam,Rainy Season,Sandy,Irrigation,Flood,Yes,No,No,7.6,643.4,28.7,66.0,6.53,58.9,4.79,0,3,12.3,0,0,4.09,48339.0,2.28,Medium
FRM002256,Yobe,Rice,Dry Season,Clay,Rain-Fed,Flood,Yes,No,Yes,4.74,1101.6,31.7,55.0,5.93,57.8,5.59,22,4,17.5,1,0,2.25,22045.0,2.78,Medium
FRM002257,Bauchi,Millet,Dry Season,Loamy,Irrigation,Drip,Yes,Yes,No,1.43,464.4,35.3,61.9,6.78,70.9,4.91,9,3,37.6,1,0,2.77,68923.0,4.14,Medium
FRM002258,Gombe,Millet,Dry Season,Loamy,Irrigation,Flood,No,No,Yes,2.2,964.2,30.0,43.3,6.57,57.2,3.27,17,4,1.0,1,0,3.87,51835.0,6.05,High
FRM002259,Sokoto,Maize,Rainy Season,Loamy,Rain-Fed,Sprinkler,No,Yes,No,2.7,811.3,27.4,76.2,6.64,53.1,3.24,9,6,16.3,1,0,4.39,68025.0,3.25,Medium
FRM002260,Adamawa,Rice,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,3.45,665.1,25.4,58.4,6.76,142.5,7.92,19,5,9.7,0,1,2.2,56800.0,3.83,Medium
FRM002261,Katsina,Sorghum,Dry Season,Clay,Rain-Fed,Flood,Yes,No,Yes,3.04,1536.45,26.2,54.0,5.55,145.1,4.49,12,3,34.6,0,0,2.72,80891.0,3.42,Medium
FRM002262,Sokoto,Cassava,Rainy Season,Clay,Irrigation,Flood,No,Yes,No,1.19,1087.9,23.2,53.5,6.83,118.9,0.0,13,5,7.4,0,0,2.61,49444.0,1.95,Low
FRM002263,Bauchi,Groundnut,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,5.66,702.0,27.4,80.4,6.06,78.5,4.72,16,5,32.5,1,1,1.12,36085.0,4.55,High
FRM002264,Gombe,Yam,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,0.11,661.6,25.0,77.8,5.72,67.7,2.28,16,3,26.9,0,1,3.1,59343.0,2.53,Medium
FRM002265,Kebbi,Sorghum,Dry Season,Loamy,Rain-Fed,Flood,No,No,No,0.25,1196.7,36.0,74.6,6.67,17.9,0.74,9,1,30.1,1,1,3.6,72575.0,1.87,Low
FRM002266,Bauchi,Yam,Dry Season,Clay,Rain-Fed,Drip,No,Yes,Yes,0.87,765.0,29.3,45.8,5.37,89.4,0.21,8,4,1.0,1,1,1.83,31581.0,1.5,Low
FRM002267,Adamawa,Cowpea,Rainy Season,Silt,Rain-Fed,Flood,Yes,Yes,Yes,1.14,1127.9,29.7,68.9,6.02,111.0,1.62,6,3,22.4,0,0,3.93,61557.0,3.73,Medium
FRM002268,Kano,Yam,Dry Season,Sandy,Mixed,Flood,Yes,Yes,No,3.11,1080.1,27.7,42.7,4.57,110.5,2.53,10,1,24.5,1,0,3.01,57658.0,3.62,Medium
FRM002269,Niger,Soybean,Dry Season,Loamy,Irrigation,Drip,Yes,Yes,Yes,7.76,1093.0,21.3,51.7,7.33,55.3,4.68,17,8,11.5,0,1,2.82,47149.0,5.24,High
FRM002270,Yobe,Yam,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,Yes,No,5.93,758.9,28.6,53.3,5.75,65.2,2.25,6,1,21.4,1,1,2.32,50342.0,4.79,High
FRM002271,Yobe,Maize,Dry Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,0.17,753.5,27.2,65.2,5.6,79.7,0.61,21,1,33.1,0,0,4.33,35947.0,3.84,Medium
FRM002272,Katsina,Sorghum,Rainy Season,Sandy,Rain-Fed,Sprinkler,Yes,Yes,Yes,0.1,946.2,23.6,72.8,6.47,54.7,1.71,11,1,11.5,1,1,3.06,24516.0,2.5,Medium
FRM002273,Adamawa,Cowpea,Dry Season,Loamy,Mixed,Flood,No,Yes,Yes,2.35,1190.1,32.2,59.1,7.27,38.2,0.69,13,1,4.2,0,0,1.6,70425.0,2.03,Low
FRM002274,Taraba,Millet,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,No,4.13,677.3,23.9,65.3,6.96,57.5,4.15,10,2,1.1,1,0,2.87,54660.0,3.44,Medium
FRM002275,Kebbi,Millet,Dry Season,Silt,Rain-Fed,Sprinkler,No,No,Yes,4.85,1197.5,24.3,73.4,6.65,36.6,3.14,15,4,4.2,1,0,2.69,64351.0,3.13,Medium
FRM002276,Taraba,Cowpea,Rainy Season,Clay,Irrigation,Flood,Yes,No,Yes,7.76,1010.1,30.7,81.9,5.43,84.3,3.73,9,4,12.0,1,1,3.15,46307.0,3.44,Medium
FRM002277,Kaduna,Wheat,Rainy Season,Silt,Mixed,Drip,Yes,Yes,Yes,1.74,516.1,24.6,55.1,5.3,71.3,0.21,0,3,16.6,1,1,5.11,55838.0,3.58,Medium
FRM002278,Jigawa,Rice,Dry Season,Loamy,Rain-Fed,None,Yes,No,No,6.38,1214.0,34.3,99.0,5.96,57.8,1.62,18,4,14.2,1,0,2.8,41575.0,3.56,Medium
FRM002279,Kaduna,Wheat,Dry Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,4.57,857.7,28.8,48.9,7.0,51.2,5.57,10,2,4.6,1,0,2.14,86722.0,4.47,Medium
FRM002280,Bauchi,Sorghum,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,No,No,0.31,511.2,37.2,45.9,5.68,125.9,1.58,19,5,38.8,0,0,2.27,59922.0,0.94,Low
FRM002281,Sokoto,Yam,Dry Season,Clay,Irrigation,Flood,Yes,No,No,0.93,597.3,26.6,80.2,6.29,90.2,0.0,3,3,16.8,0,0,2.75,57106.0,1.95,Low
FRM002282,Kano,Millet,Dry Season,Sandy,Rain-Fed,Flood,Yes,Yes,No,6.98,755.3,23.2,69.4,6.47,86.8,3.4,4,4,17.6,0,1,2.98,44141.0,4.15,Medium
FRM002283,Katsina,Maize,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,Yes,1.33,1236.9,29.1,64.1,6.27,56.5,8.1,11,4,5.0,1,1,2.46,54599.0,2.99,Medium
FRM002284,Bauchi,Wheat,Rainy Season,Sandy,Irrigation,Sprinkler,Yes,Yes,Yes,2.17,410.9,27.9,77.1,5.85,132.3,6.36,11,4,1.1,0,0,3.22,79038.0,2.94,Medium
FRM002285,Plateau,Yam,Dry Season,Clay,Irrigation,Flood,No,Yes,No,2.0,621.1,21.0,85.6,6.3,107.1,5.03,7,4,34.2,0,1,1.06,71540.0,1.86,Low
FRM002286,Kebbi,Groundnut,Dry Season,Silt,Mixed,Drip,No,Yes,Yes,0.77,1024.5,19.7,72.7,6.71,111.5,6.66,6,2,22.7,1,0,2.84,35618.0,3.04,Medium
FRM002287,Yobe,Rice,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,No,3.58,702.4,24.3,83.2,7.0,38.2,5.18,16,2,14.4,1,0,3.15,19383.0,1.88,Low
FRM002288,Kebbi,Cowpea,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,No,5.72,1107.3,27.92,57.7,5.56,41.4,3.66,24,3,16.9,1,1,2.45,38312.0,3.61,Medium
FRM002289,Bauchi,Yam,Dry Season,Silt,Rain-Fed,Flood,Yes,Yes,No,1.6,648.5,29.4,53.9,6.59,97.8,2.33,9,2,24.7,0,0,3.5,64525.0,4.0,Medium
FRM002290,Bauchi,Rice,Dry Season,Loamy,Irrigation,Sprinkler,No,Yes,No,0.94,554.4,28.2,74.8,5.21,79.3,0.65,9,3,16.0,0,1,1.46,53408.0,1.37,Low
FRM002291,Adamawa,Rice,Dry Season,Clay,Irrigation,Flood,Yes,No,No,2.48,1043.0,24.3,71.7,6.09,81.4,6.92,2,7,37.9,0,0,1.99,53179.0,4.19,Medium
FRM002292,Sokoto,Millet,Rainy Season,Sandy,Rain-Fed,Sprinkler,Yes,Yes,No,0.73,1172.0,23.9,60.0,6.67,47.6,5.79,13,3,12.1,1,1,2.69,64301.0,3.04,Medium
FRM002293,Kaduna,Millet,Rainy Season,Loamy,Irrigation,Flood,Yes,No,Yes,2.15,256.6,28.8,49.0,5.95,54.2,3.28,13,3,11.1,0,0,3.27,83296.0,3.11,Medium
FRM002294,Yobe,Sorghum,Dry Season,Loamy,Mixed,Flood,No,Yes,Yes,2.56,914.8,30.9,68.4,7.93,70.0,5.53,28,6,20.1,0,0,1.73,40140.0,4.15,Medium
FRM002295,Jigawa,Groundnut,Rainy Season,Sandy,Irrigation,Flood,Yes,Yes,No,3.87,1146.3,26.7,94.4,5.68,115.8,2.18,6,1,18.7,1,1,1.04,60607.0,3.05,Medium
FRM002296,Sokoto,Cowpea,Rainy Season,Loamy,Irrigation,Flood,Yes,No,Yes,0.41,684.4,27.8,81.9,6.7,174.8,0.92,26,3,22.2,1,1,3.06,58793.0,4.75,High
FRM002297,Niger,Rice,Dry Season,Clay,Rain-Fed,Flood,No,Yes,Yes,0.3,1102.7,24.8,79.9,5.52,37.6,0.66,6,4,29.0,0,0,1.92,85254.0,1.8,Low
FRM002298,Adamawa,Sorghum,Dry Season,Loamy,Mixed,Flood,No,Yes,Yes,1.77,555.8,28.0,91.2,6.57,8.6,0.72,8,3,1.2,1,0,5.11,63972.0,3.99,Medium
FRM002299,Adamawa,Soybean,Rainy Season,Sandy,Irrigation,Drip,Yes,No,Yes,1.61,580.9,29.0,52.3,7.25,92.7,5.91,14,4,1.2,1,0,2.82,85289.0,3.8,Medium
FRM002300,Katsina,Wheat,Dry Season,Silt,Irrigation,Drip,Yes,No,Yes,1.25,683.6,24.4,33.8,6.63,75.6,6.5,8,7,31.3,1,0,2.42,63876.0,4.29,Medium
FRM002301,Kano,Cassava,Rainy Season,Loamy,Irrigation,None,Yes,Yes,Yes,4.54,836.4,31.0,93.9,6.5,79.9,6.4,10,9,12.1,0,1,2.46,60626.0,4.77,High
FRM002302,Jigawa,Rice,Dry Season,Clay,Irrigation,Sprinkler,Yes,Yes,Yes,1.58,814.9,27.2,83.8,6.38,113.0,4.32,5,5,8.6,1,1,5.72,62046.0,5.73,High
FRM002303,Gombe,Sorghum,Dry Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,No,3.94,764.2,19.6,90.1,7.88,72.9,3.87,22,2,4.5,1,0,3.3,59383.0,3.2,Medium
FRM002304,Benue,Groundnut,Rainy Season,Sandy,Irrigation,Flood,Yes,Yes,Yes,1.18,791.5,28.6,60.1,7.45,50.3,5.42,3,1,25.5,0,0,0.2,43139.0,6.05,Low
FRM002305,Gombe,Millet,Dry Season,Clay,Irrigation,Drip,Yes,Yes,No,2.49,1036.9,25.3,87.3,5.27,139.7,5.93,0,1,13.9,1,1,6.02,50626.0,5.12,High
FRM002306,Bauchi,Rice,Rainy Season,Clay,Mixed,Flood,Yes,No,Yes,5.64,1311.7,28.8,64.4,7.03,54.0,1.77,10,6,5.6,1,0,4.36,71209.0,2.86,Medium
FRM002307,Zamfara,Rice,Dry Season,Silt,Irrigation,Flood,No,No,Yes,1.82,1121.7,35.5,72.6,5.48,25.7,4.61,18,4,26.5,1,0,1.94,59578.0,1.53,Low
FRM002308,Yobe,Yam,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,Yes,2.76,553.9,24.5,48.5,6.12,82.8,4.19,10,1,3.7,1,1,3.55,74091.0,3.76,Medium
FRM002309,Zamfara,Groundnut,Rainy Season,Sandy,Irrigation,Flood,Yes,No,No,0.87,1117.2,31.8,56.4,6.46,77.6,1.52,10,3,24.6,1,1,4.01,64734.0,3.32,Medium
FRM002310,Adamawa,Cowpea,Rainy Season,Loamy,Irrigation,Flood,No,Yes,Yes,7.76,1491.2,27.0,72.7,7.97,124.0,1.67,15,2,32.2,1,0,1.22,74953.0,5.59,High
FRM002311,Sokoto,Millet,Rainy Season,Silt,Irrigation,Drip,No,Yes,Yes,2.4,855.4,31.2,66.3,6.52,86.2,4.02,9,3,23.3,0,0,2.93,52899.0,2.46,Medium
FRM002312,Niger,Rice,Dry Season,Sandy,Mixed,Sprinkler,Yes,Yes,Yes,1.32,997.3,31.7,73.3,5.55,88.1,3.06,18,5,37.0,0,0,2.82,27155.0,4.03,Medium
FRM002313,Katsina,Wheat,Dry Season,Loamy,Mixed,None,Yes,No,Yes,2.52,874.4,28.1,74.4,6.06,48.0,0.15,18,4,1.0,1,1,4.88,50957.0,6.05,High
FRM002314,Plateau,Millet,Dry Season,Loamy,Rain-Fed,Sprinkler,Yes,No,Yes,2.28,1181.5,24.6,57.1,6.5,116.3,5.22,0,5,21.4,0,0,3.23,49913.0,3.58,Medium
FRM002315,Zamfara,Wheat,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,0.85,745.6,29.5,58.5,5.87,142.9,2.84,0,2,36.5,1,0,3.69,54683.0,2.77,Medium
FRM002316,Katsina,Cassava,Dry Season,Sandy,Rain-Fed,Flood,Yes,No,Yes,1.99,999.3,21.5,75.7,6.78,97.0,0.65,12,2,13.3,1,0,3.8,39949.0,3.17,Medium
